Pairs,Sharpe,Simple_rtn,STD,Trading_times,Holding_days,Total_days,Comm
MA_28 MA_60,-0.19546480277312894,1.1601414158995227,0.010455283918351625,84.0,3161.0,4936.0,0.0
MA_28 MA_61,-0.15060645344649384,1.1562827469819057,0.010466383817227783,84.0,3166.0,4936.0,0.0
MA_28 MA_62,-0.20872549904811585,1.0295956097005439,0.010456790422579063,84.0,3173.0,4936.0,0.0
MA_28 MA_63,-0.1647266809021271,1.163083100580788,0.010467544065555822,78.0,3178.0,4936.0,0.0
MA_28 MA_64,-0.17362821491793512,1.0436439479371526,0.01046793461393565,74.0,3177.0,4936.0,0.0
MA_28 MA_65,-0.20021003085266526,1.089927119391846,0.0104639370190685,72.0,3179.0,4936.0,0.0
MA_28 MA_66,-0.22829271651408403,0.9629976734445418,0.010460639540844802,72.0,3180.0,4936.0,0.0
MA_28 MA_67,-0.22829271651408456,1.0032806459374712,0.010460639540844807,72.0,3179.0,4936.0,0.0
MA_28 MA_68,-0.22829271651408609,0.9831979455928082,0.0104606395408448,72.0,3177.0,4936.0,0.0
MA_28 MA_69,-0.21188974709251188,1.0811424583760179,0.010468729593592485,72.0,3175.0,4936.0,0.0
MA_28 MA_70,-0.23777847097833374,1.0055576113772062,0.010464846247718262,74.0,3169.0,4936.0,0.0
MA_28 MA_71,-0.11150126040059394,1.0229953935701177,0.010550905258481316,78.0,3163.0,4936.0,0.0
MA_28 MA_72,-0.08819093756934465,1.1572844871564785,0.010548021941188705,78.0,3154.0,4936.0,0.0
MA_28 MA_73,-0.08914294107844692,1.2751452155737457,0.01054801593031081,76.0,3150.0,4936.0,0.0
MA_28 MA_74,-0.017394025946955924,1.227959602334018,0.01055441251183962,76.0,3145.0,4936.0,0.0
MA_28 MA_75,0.021915507807158643,1.2968437612201846,0.010546294295448011,74.0,3128.0,4936.0,0.0
MA_28 MA_76,0.021915507807157307,1.2624764103247825,0.010546294295448013,72.0,3121.0,4936.0,0.0
MA_28 MA_77,0.014203214901989076,1.0315097562189348,0.010546012394598446,72.0,3123.0,4936.0,0.0
MA_28 MA_78,-0.021891264347492122,0.980421929076577,0.010526646668651891,72.0,3125.0,4936.0,0.0
MA_28 MA_79,-0.06752239044776934,0.7628330755302248,0.010515756828331373,76.0,3122.0,4936.0,0.0
MA_28 MA_80,-0.14243298616687008,0.772607029282592,0.010485827438437569,78.0,3122.0,4936.0,0.0
MA_28 MA_81,-0.10205225770851593,0.9374946791754872,0.010477131828149088,72.0,3124.0,4936.0,0.0
MA_28 MA_82,-0.07982052359780642,0.7765721563578687,0.010491306782196844,72.0,3126.0,4936.0,0.0
MA_28 MA_83,-0.07982052359780713,0.7804213663799682,0.01049130678219684,74.0,3133.0,4936.0,0.0
MA_28 MA_84,-0.23078676514509536,0.7532540142952091,0.010370466625690177,74.0,3128.0,4936.0,0.0
MA_28 MA_85,-0.23078676514509594,0.7490170995226864,0.010370466625690182,72.0,3123.0,4936.0,0.0
MA_28 MA_86,-0.23078676514509402,0.7050110815656405,0.010370466625690177,68.0,3127.0,4936.0,0.0
MA_28 MA_87,-0.2170991280377288,0.8784976954205641,0.010369530864525309,68.0,3128.0,4936.0,0.0
MA_28 MA_88,-0.10501118577238036,1.0218682044202954,0.010436589036227427,70.0,3130.0,4936.0,0.0
MA_28 MA_89,-0.10501118577237753,1.0365905200699754,0.01043658903622744,64.0,3137.0,4936.0,0.0
MA_28 MA_90,-0.09080836689753463,1.0751940884071542,0.010435540042755608,64.0,3152.0,4936.0,0.0
MA_28 MA_91,-0.11436231344024789,1.1041281371462532,0.01043845276317276,64.0,3162.0,4936.0,0.0
MA_28 MA_92,-0.14379104375644106,1.1756434644928362,0.010481525492473982,62.0,3174.0,4936.0,0.0
MA_28 MA_93,-0.1560510262012854,1.0138761155842628,0.010482294565403527,62.0,3175.0,4936.0,0.0
MA_28 MA_94,-0.2362364070652298,1.0606345735109364,0.010517881505665811,60.0,3178.0,4936.0,0.0
MA_28 MA_95,-0.2746479686566133,1.0088397772439692,0.01056153900647616,62.0,3192.0,4936.0,0.0
MA_28 MA_96,-0.0765262263104068,1.1042518992147996,0.010621229731633193,58.0,3197.0,4936.0,0.0
MA_28 MA_97,-0.13983393238247696,1.2362931515932916,0.010631430123703982,52.0,3203.0,4936.0,0.0
MA_28 MA_98,-0.12974899961439554,1.298780909806359,0.010632019161611694,52.0,3209.0,4936.0,0.0
MA_28 MA_99,-0.10823188085146791,1.3730335355290055,0.010634589508504674,52.0,3208.0,4936.0,0.0
MA_28 MA_100,0.03830344176351825,1.4023340450426818,0.010734282283678911,50.0,3215.0,4936.0,0.0
MA_29 MA_39,0.09176864586512849,0.4625660235941187,0.01005600803290619,170.0,2976.0,4936.0,0.0
MA_29 MA_40,0.0282806210069128,0.4196476813081931,0.010123797052452097,162.0,2977.0,4936.0,0.0
MA_29 MA_41,0.043764213726312194,0.6425939932228819,0.010137843409735526,154.0,2992.0,4936.0,0.0
MA_29 MA_42,0.060694847942983264,0.6820834684434984,0.010110471607155707,150.0,2997.0,4936.0,0.0
MA_29 MA_43,0.16668687122383874,0.7783091563927289,0.010187391129887565,148.0,3013.0,4936.0,0.0
MA_29 MA_44,0.051803182127722995,0.7305656640763727,0.010178432909265624,136.0,3021.0,4936.0,0.0
MA_29 MA_45,0.14007498474616892,0.7441981143023062,0.010216117634655974,136.0,3029.0,4936.0,0.0
MA_29 MA_46,0.2049021978316239,0.6307700856331451,0.010253905234971689,136.0,3040.0,4936.0,0.0
MA_29 MA_47,0.23304115970368355,0.7972071243492633,0.01026277281209487,132.0,3042.0,4936.0,0.0
MA_29 MA_48,0.434779490790915,0.7854324120141456,0.01034018688338925,124.0,3054.0,4936.0,0.0
MA_29 MA_49,0.36730463237052535,0.6824727876265153,0.010295287158435598,124.0,3064.0,4936.0,0.0
MA_29 MA_50,0.32136661702482816,0.8114774157984446,0.010286271820729484,124.0,3065.0,4936.0,0.0
MA_29 MA_51,0.28400103051403386,1.217899248135632,0.010293143213827734,122.0,3070.0,4936.0,0.0
MA_29 MA_52,0.22451541733086733,0.9379156145910368,0.010282225835654822,120.0,3068.0,4936.0,0.0
MA_29 MA_53,0.11229019504778402,1.1429182882920559,0.010342747261779266,114.0,3069.0,4936.0,0.0
MA_29 MA_54,0.017146576651492117,1.272755083852628,0.010297935284580468,106.0,3076.0,4936.0,0.0
MA_29 MA_55,0.017146576651490747,1.538281028934331,0.010297935284580473,108.0,3083.0,4936.0,0.0
MA_29 MA_56,-0.022090354452057877,1.3295954653635236,0.010305841603192405,106.0,3099.0,4936.0,0.0
MA_29 MA_57,-0.05562520250074391,1.295001908366912,0.010300105975606112,100.0,3113.0,4936.0,0.0
MA_29 MA_58,-0.05562520250074252,1.47201151434995,0.010300105975606117,96.0,3126.0,4936.0,0.0
MA_29 MA_59,-0.06262901948221494,1.4266269252743422,0.010300360197602687,84.0,3148.0,4936.0,0.0
MA_29 MA_60,-0.25325441222292894,1.0328097620996082,0.010445567091073806,84.0,3156.0,4936.0,0.0
MA_29 MA_61,-0.20872549904811571,1.0640151880973607,0.01045679042257907,84.0,3168.0,4936.0,0.0
MA_29 MA_62,-0.16472668090212597,1.1219938468688708,0.010467544065555808,80.0,3170.0,4936.0,0.0
MA_29 MA_63,-0.20021003085266523,1.1072973343283832,0.010463937019068502,78.0,3177.0,4936.0,0.0
MA_29 MA_64,-0.20021003085266326,1.2903886644789586,0.010463937019068498,74.0,3178.0,4936.0,0.0
MA_29 MA_65,-0.17903898147851988,1.1546817568097825,0.01044745227343294,72.0,3182.0,4936.0,0.0
MA_29 MA_66,-0.22829271651408603,0.9795653476037343,0.010460639540844804,74.0,3180.0,4936.0,0.0
MA_29 MA_67,-0.2339233849077114,1.1093711461308966,0.010460421442826474,72.0,3177.0,4936.0,0.0
MA_29 MA_68,-0.23777847097833224,0.983404746800363,0.01046484624771827,72.0,3169.0,4936.0,0.0
MA_29 MA_69,-0.2377784709783335,0.8591791464280876,0.010464846247718273,72.0,3171.0,4936.0,0.0
MA_29 MA_70,-0.11150126040059398,1.0120059655482736,0.010550905258481312,74.0,3174.0,4936.0,0.0
MA_29 MA_71,-0.11244930492470212,0.9907196234182103,0.010550898297394919,74.0,3162.0,4936.0,0.0
MA_29 MA_72,-0.15524887629301448,1.161774911476583,0.010571690167392695,76.0,3159.0,4936.0,0.0
MA_29 MA_73,-0.11149390792688735,0.9711166183762676,0.010582186500195795,78.0,3157.0,4936.0,0.0
MA_29 MA_74,-0.08441576292733831,0.9646434209010555,0.010578275704554536,80.0,3138.0,4936.0,0.0
MA_29 MA_75,-0.024570411789550467,0.85577351210754,0.010567916958193585,78.0,3131.0,4936.0,0.0
MA_29 MA_76,-0.03220928302278041,0.8479724589869084,0.010567620802715161,72.0,3124.0,4936.0,0.0
MA_29 MA_77,0.03946739032590125,0.9050324083852284,0.01059415711937212,74.0,3124.0,4936.0,0.0
MA_29 MA_78,-0.01777010838633319,0.886012805319601,0.010577309932564099,72.0,3123.0,4936.0,0.0
MA_29 MA_79,-0.01777010838633318,0.915240713088137,0.010577309932564106,74.0,3126.0,4936.0,0.0
MA_29 MA_80,-0.16828825906507414,0.9268944787639137,0.010457857102660383,74.0,3137.0,4936.0,0.0
MA_29 MA_81,-0.13636235449268627,0.8770309616208676,0.01039497956524718,76.0,3121.0,4936.0,0.0
MA_29 MA_82,-0.18183699736351158,0.9550156460547661,0.010383731344295656,72.0,3123.0,4936.0,0.0
MA_29 MA_83,-0.06947808864664988,1.0669149450256037,0.010450530697334079,72.0,3125.0,4936.0,0.0
MA_29 MA_84,-0.11887555456471198,0.7883379743426562,0.010437584795689616,74.0,3130.0,4936.0,0.0
MA_29 MA_85,-0.11887555456471202,0.8820956483095994,0.010437584795689613,72.0,3122.0,4936.0,0.0
MA_29 MA_86,-0.11887555456471188,0.9151281171911057,0.010437584795689625,70.0,3122.0,4936.0,0.0
MA_29 MA_87,-0.12200365970544501,0.959554859343231,0.010435014547615935,68.0,3128.0,4936.0,0.0
MA_29 MA_88,-0.20058443515854654,1.0673421113674846,0.010459600464936774,64.0,3139.0,4936.0,0.0
MA_29 MA_89,-0.13436594055891202,0.8488097512495512,0.010435798950078042,66.0,3142.0,4936.0,0.0
MA_29 MA_90,-0.1343659405589133,0.9063927133080945,0.010435798950078045,64.0,3151.0,4936.0,0.0
MA_29 MA_91,-0.14751313969295363,0.9975654786867492,0.010438691748586172,62.0,3164.0,4936.0,0.0
MA_29 MA_92,-0.21769238887556974,1.1476904955511116,0.0104701958847405,64.0,3174.0,4936.0,0.0
MA_29 MA_93,-0.25893659746666253,1.142640289037367,0.01051871015638621,64.0,3183.0,4936.0,0.0
MA_29 MA_94,-0.23327086754882526,1.160459898700768,0.01052259936866427,64.0,3188.0,4936.0,0.0
MA_29 MA_95,-0.172985007335838,1.275768795661917,0.010536550488674398,62.0,3192.0,4936.0,0.0
MA_29 MA_96,-0.17924406203315613,1.224208624017518,0.010601938214838957,58.0,3193.0,4936.0,0.0
MA_29 MA_97,-0.25671381626833767,1.2403723254001804,0.010659997218372286,52.0,3205.0,4936.0,0.0
MA_29 MA_98,-0.1770057490963283,1.240168555718927,0.010652894033167578,52.0,3205.0,4936.0,0.0
MA_29 MA_99,-0.1954057614643662,1.1719541035912249,0.010654687807706445,50.0,3209.0,4936.0,0.0
MA_29 MA_100,-0.18669806074549933,1.3788243310273316,0.010654313771973515,50.0,3213.0,4936.0,0.0
MA_30 MA_40,-0.008160150011296307,0.6950739471558958,0.010114935008647961,160.0,2982.0,4936.0,0.0
MA_30 MA_41,0.0619768979148427,0.6102085253514256,0.01018502354987291,160.0,2981.0,4936.0,0.0
MA_30 MA_42,0.14842428199338897,0.5837492718161557,0.010201054925138366,154.0,3001.0,4936.0,0.0
MA_30 MA_43,0.14485962238715605,0.6685145748675128,0.010236558586242167,150.0,3015.0,4936.0,0.0
MA_30 MA_44,0.20893692730470081,0.9064706811640166,0.0102544927737671,144.0,3018.0,4936.0,0.0
MA_30 MA_45,0.17660442996371015,0.6677994315670392,0.010253401503471314,134.0,3024.0,4936.0,0.0
MA_30 MA_46,0.22479158654395506,0.7289562812642529,0.01026400714708304,132.0,3032.0,4936.0,0.0
MA_30 MA_47,0.25633138139584416,0.8136904422662712,0.010270987146483584,130.0,3042.0,4936.0,0.0
MA_30 MA_48,0.36730463237052685,0.7938606997321609,0.010295287158435595,126.0,3041.0,4936.0,0.0
MA_30 MA_49,0.3213666170248282,0.855980442778316,0.010286271820729482,124.0,3052.0,4936.0,0.0
MA_30 MA_50,0.2728868703431638,1.1097674118776855,0.01029271307416296,124.0,3064.0,4936.0,0.0
MA_30 MA_51,0.2728868703431635,1.3832322347379642,0.010292713074162971,118.0,3074.0,4936.0,0.0
MA_30 MA_52,0.0640899083832997,1.1655328220368304,0.010308790707981031,112.0,3074.0,4936.0,0.0
MA_30 MA_53,0.03014455596194062,1.5351855461305548,0.010303174271517064,112.0,3075.0,4936.0,0.0
MA_30 MA_54,-0.016605147175857617,1.5418403503106495,0.010292248999509403,110.0,3085.0,4936.0,0.0
MA_30 MA_55,-0.055625202500742515,1.5464341065692424,0.010300105975606119,110.0,3085.0,4936.0,0.0
MA_30 MA_56,-0.05562520250074528,1.2496860276843482,0.010300105975606112,108.0,3085.0,4936.0,0.0
MA_30 MA_57,-0.08226913326547877,1.1282856235197176,0.010296425381555898,102.0,3108.0,4936.0,0.0
MA_30 MA_58,-0.08924451639568703,1.2989332759376069,0.010296671972791039,92.0,3132.0,4936.0,0.0
MA_30 MA_59,-0.004711257750739789,1.4227333514149807,0.010259776303117083,86.0,3143.0,4936.0,0.0
MA_30 MA_60,-0.12757907276398978,1.108049631299186,0.010420890943690878,82.0,3158.0,4936.0,0.0
MA_30 MA_61,-0.12757907276398978,1.2493655000412223,0.010420890943690878,80.0,3164.0,4936.0,0.0
MA_30 MA_62,-0.10995326418735461,1.1945153239540138,0.01042761867862758,78.0,3161.0,4936.0,0.0
MA_30 MA_63,-0.11897378531728314,1.1507373767950364,0.010428032121241998,80.0,3167.0,4936.0,0.0
MA_30 MA_64,-0.1790389814785199,1.0708987859485832,0.010447452273432939,72.0,3171.0,4936.0,0.0
MA_30 MA_65,-0.23392338490771156,0.9668828375156702,0.010460421442826467,72.0,3172.0,4936.0,0.0
MA_30 MA_66,-0.2597457445648932,1.1910254413815204,0.0104565099470968,72.0,3177.0,4936.0,0.0
MA_30 MA_67,-0.22393988450988378,1.0746145831579432,0.010463881334437352,70.0,3176.0,4936.0,0.0
MA_30 MA_68,-0.23777847097833357,1.194085506348868,0.01046484624771827,72.0,3176.0,4936.0,0.0
MA_30 MA_69,-0.2387145182302644,1.0095449138740569,0.01046483405133195,72.0,3174.0,4936.0,0.0
MA_30 MA_70,-0.08914294107844693,0.757014936586256,0.010548015930310808,72.0,3167.0,4936.0,0.0
MA_30 MA_71,-0.15524887629301462,0.7155658108508418,0.010571690167392685,72.0,3173.0,4936.0,0.0
MA_30 MA_72,-0.11149390792688665,0.5791408634232103,0.010582186500195797,74.0,3169.0,4936.0,0.0
MA_30 MA_73,-0.06346425987027605,0.5590283435914531,0.010575942821492207,76.0,3163.0,4936.0,0.0
MA_30 MA_74,0.007861842179071182,0.7631588565039884,0.010602552171298425,80.0,3153.0,4936.0,0.0
MA_30 MA_75,0.04717618170770655,0.8832232304502301,0.010594429688238233,80.0,3137.0,4936.0,0.0
MA_30 MA_76,0.03946739032590129,0.8807931555079866,0.010594157119372108,76.0,3128.0,4936.0,0.0
MA_30 MA_77,-0.16828825906507489,0.8332563805785997,0.010457857102660378,72.0,3120.0,4936.0,0.0
MA_30 MA_78,-0.056581172663427735,0.8340364277344507,0.010524127399831353,72.0,3120.0,4936.0,0.0
MA_30 MA_79,-0.05658117266342772,0.8424762532270407,0.010524127399831355,72.0,3125.0,4936.0,0.0
MA_30 MA_80,-0.015695818984726,0.942084054300792,0.010515315450334638,72.0,3126.0,4936.0,0.0
MA_30 MA_81,-0.015695818984724656,0.8483504135464202,0.010515315450334644,78.0,3130.0,4936.0,0.0
MA_30 MA_82,0.006396176259793203,0.972698017397932,0.01048032698410981,74.0,3125.0,4936.0,0.0
MA_30 MA_83,0.0063961762597932025,1.2098216218658657,0.010480326984109811,72.0,3122.0,4936.0,0.0
MA_30 MA_84,-0.1481611180723831,0.9087969468503923,0.010436777403471152,74.0,3129.0,4936.0,0.0
MA_30 MA_85,-0.1481611180723837,0.741648953453671,0.010436777403471157,72.0,3118.0,4936.0,0.0
MA_30 MA_86,-0.14816111807238244,0.784396523612281,0.010436777403471152,64.0,3126.0,4936.0,0.0
MA_30 MA_87,-0.2727033559878321,0.7692419261182535,0.010479489663720712,64.0,3128.0,4936.0,0.0
MA_30 MA_88,-0.2592634385261999,0.8675312405489404,0.010478590481695943,64.0,3138.0,4936.0,0.0
MA_30 MA_89,-0.2592634385262007,0.9128210452360948,0.010478590481695936,64.0,3142.0,4936.0,0.0
MA_30 MA_90,-0.19396129630930106,0.9806966654928193,0.01045500540321466,64.0,3150.0,4936.0,0.0
MA_30 MA_91,-0.2593210552614683,1.0277165558546018,0.01044087435927614,62.0,3158.0,4936.0,0.0
MA_30 MA_92,-0.2642352623290686,1.0858951693709624,0.010510534060320117,66.0,3173.0,4936.0,0.0
MA_30 MA_93,-0.26200738915119065,1.2032202975252737,0.010517384058044433,64.0,3183.0,4936.0,0.0
MA_30 MA_94,-0.12453629836435531,1.329249325748727,0.010559776680256703,64.0,3191.0,4936.0,0.0
MA_30 MA_95,-0.12453629836435601,1.3945692532990224,0.0105597766802567,58.0,3195.0,4936.0,0.0
MA_30 MA_96,-0.11725642858152545,1.3052901337006309,0.010565373064578179,56.0,3195.0,4936.0,0.0
MA_30 MA_97,-0.10506738489540016,1.2568368355693051,0.010566200512367566,56.0,3202.0,4936.0,0.0
MA_30 MA_98,-0.18546735180375423,1.2725974196026022,0.010601680790209208,50.0,3204.0,4936.0,0.0
MA_30 MA_99,-0.16172108185962633,1.3672747458792958,0.010591988068935602,50.0,3209.0,4936.0,0.0
MA_30 MA_100,-0.1296392516866943,1.3423349502177757,0.010597715561318156,50.0,3211.0,4936.0,0.0
MA_31 MA_41,-0.07173807946718072,0.6135270538686746,0.010128629677318125,160.0,2991.0,4936.0,0.0
MA_31 MA_42,0.005166026029272377,0.5360402797094501,0.010188574584063711,156.0,2984.0,4936.0,0.0
MA_31 MA_43,0.06446661731973899,0.5503793513821578,0.010212797650770893,148.0,3007.0,4936.0,0.0
MA_31 MA_44,0.17833307823677566,0.8564408132313437,0.010257376128690023,142.0,3019.0,4936.0,0.0
MA_31 MA_45,0.20755914775938977,0.9576761558901954,0.010270994633492687,140.0,3021.0,4936.0,0.0
MA_31 MA_46,0.2462456480700637,0.8398774824987256,0.01027766068119106,130.0,3027.0,4936.0,0.0
MA_31 MA_47,0.2749524328103591,1.1076895368258701,0.0102805545369467,128.0,3039.0,4936.0,0.0
MA_31 MA_48,0.23786349238426693,0.9254326104631834,0.01028736597027751,130.0,3039.0,4936.0,0.0
MA_31 MA_49,0.27288687034316494,0.9744781319147586,0.010292713074162966,128.0,3052.0,4936.0,0.0
MA_31 MA_50,0.17554042316501817,1.0693088301710172,0.010248280548441211,122.0,3058.0,4936.0,0.0
MA_31 MA_51,0.06408990838330104,0.9880240806470171,0.010308790707981035,116.0,3070.0,4936.0,0.0
MA_31 MA_52,0.030144555961940652,1.3083362960465483,0.010303174271517054,112.0,3073.0,4936.0,0.0
MA_31 MA_53,0.030144555961940645,1.4082627390063025,0.010303174271517055,112.0,3085.0,4936.0,0.0
MA_31 MA_54,-0.08226913326547731,1.285166375805201,0.010296425381555908,112.0,3083.0,4936.0,0.0
MA_31 MA_55,0.0023880788576288213,1.2014128426980846,0.010259504301577984,112.0,3088.0,4936.0,0.0
MA_31 MA_56,0.04226374563096617,1.0979961324689098,0.010270713481641994,104.0,3086.0,4936.0,0.0
MA_31 MA_57,0.04226374563096619,1.030520496644714,0.01027071348164199,106.0,3097.0,4936.0,0.0
MA_31 MA_58,0.042263745630966236,1.177759885566811,0.010270713481641977,102.0,3122.0,4936.0,0.0
MA_31 MA_59,0.014274637129390031,1.4243081398743005,0.01026688895270838,84.0,3146.0,4936.0,0.0
MA_31 MA_60,-0.1544721863064356,1.3999453093868106,0.010416929422236881,78.0,3155.0,4936.0,0.0
MA_31 MA_61,-0.1807236886806995,1.34918565752493,0.010413093331628117,78.0,3161.0,4936.0,0.0
MA_31 MA_62,-0.13635514798165907,1.2960602115294657,0.010423836595602412,78.0,3159.0,4936.0,0.0
MA_31 MA_63,-0.1453384867491507,0.953620167510348,0.010424240031025508,78.0,3163.0,4936.0,0.0
MA_31 MA_64,-0.21077529184758972,1.0463288877291097,0.010443386415594998,72.0,3165.0,4936.0,0.0
MA_31 MA_65,-0.25974574456489413,1.1745869248500087,0.010456509947096789,72.0,3168.0,4936.0,0.0
MA_31 MA_66,-0.22393988450988442,1.0656136922939528,0.010463881334437354,72.0,3163.0,4936.0,0.0
MA_31 MA_67,-0.23871451823026507,0.8895412814644383,0.010464834051331952,70.0,3167.0,4936.0,0.0
MA_31 MA_68,-0.21574136718012668,1.0165157788667933,0.010462055206107466,70.0,3169.0,4936.0,0.0
MA_31 MA_69,-0.08914294107844756,0.8121826877067246,0.010548015930310814,70.0,3166.0,4936.0,0.0
MA_31 MA_70,-0.1552488762930159,0.8200991948888192,0.010571690167392688,70.0,3173.0,4936.0,0.0
MA_31 MA_71,-0.06346425987027603,0.7348211192547502,0.010575942821492212,72.0,3171.0,4936.0,0.0
MA_31 MA_72,-0.06346425987027536,0.5710194229290015,0.010575942821492214,74.0,3164.0,4936.0,0.0
MA_31 MA_73,0.007861842179071184,0.6201371403798699,0.010602552171298423,76.0,3162.0,4936.0,0.0
MA_31 MA_74,-0.10396986632764865,0.5876068917783666,0.010475583720864002,76.0,3154.0,4936.0,0.0
MA_31 MA_75,0.00833820682662407,0.675743960471799,0.010541438591475332,82.0,3149.0,4936.0,0.0
MA_31 MA_76,0.0006392383052842137,0.8219620646377916,0.010541152233293305,78.0,3129.0,4936.0,0.0
MA_31 MA_77,-0.06897625715780185,0.7978496000328656,0.010524939082791205,72.0,3125.0,4936.0,0.0
MA_31 MA_78,-0.06897625715780117,0.8678133493815152,0.010524939082791207,72.0,3126.0,4936.0,0.0
MA_31 MA_79,-0.028188792941576942,0.9343129102379786,0.010516149189484526,72.0,3125.0,4936.0,0.0
MA_31 MA_80,-0.04525545987447723,0.874904738124979,0.01051464124475561,72.0,3124.0,4936.0,0.0
MA_31 MA_81,-0.09078740596341578,0.8037377289666368,0.010503694268740897,72.0,3123.0,4936.0,0.0
MA_31 MA_82,-0.1505049129647952,0.8308769221474099,0.010522886733513013,74.0,3124.0,4936.0,0.0
MA_31 MA_83,-0.1505049129647959,0.773023604915638,0.010522886733513011,80.0,3129.0,4936.0,0.0
MA_31 MA_84,-0.2245738159639391,0.8249052651379443,0.010492711552801383,70.0,3127.0,4936.0,0.0
MA_31 MA_85,-0.2245738159639399,0.8699624775737425,0.010492711552801376,68.0,3131.0,4936.0,0.0
MA_31 MA_86,-0.2245738159639399,0.8263911399914836,0.010492711552801376,64.0,3125.0,4936.0,0.0
MA_31 MA_87,-0.2337088264140484,0.8580335574114988,0.010487942390644335,64.0,3126.0,4936.0,0.0
MA_31 MA_88,-0.23370882641404817,0.942532795948106,0.010487942390644345,64.0,3133.0,4936.0,0.0
MA_31 MA_89,-0.23370882641404758,1.0518271858526242,0.01048794239064434,64.0,3143.0,4936.0,0.0
MA_31 MA_90,-0.23370882641404772,1.001305864042445,0.010487942390644333,64.0,3149.0,4936.0,0.0
MA_31 MA_91,-0.1681224500122468,1.024010543117103,0.010464303889844465,62.0,3160.0,4936.0,0.0
MA_31 MA_92,-0.09330171844028054,1.237098445756943,0.010494376224472985,60.0,3163.0,4936.0,0.0
MA_31 MA_93,-0.07620118493513187,1.3314653751953012,0.010518155728759172,60.0,3180.0,4936.0,0.0
MA_31 MA_94,-0.04266686450056435,1.419491190028006,0.010545583817834978,58.0,3190.0,4936.0,0.0
MA_31 MA_95,-0.08161122202755439,1.4361177037776005,0.010552005148475596,58.0,3195.0,4936.0,0.0
MA_31 MA_96,-0.10494008835822487,1.3332514132276012,0.010554893919271818,58.0,3201.0,4936.0,0.0
MA_31 MA_97,-0.1516647458998038,1.3643340802514596,0.010566671733775778,54.0,3202.0,4936.0,0.0
MA_31 MA_98,-0.15166474589980325,1.3634459579499527,0.01056667173377577,50.0,3204.0,4936.0,0.0
MA_31 MA_99,-0.1256899624221844,1.294269938849701,0.010570422100121896,50.0,3206.0,4936.0,0.0
MA_31 MA_100,0.03521159494639387,1.424222247048931,0.010661827113612826,52.0,3204.0,4936.0,0.0
MA_32 MA_42,0.16731014759387605,0.5561428255448444,0.010237532923547657,160.0,3009.0,4936.0,0.0
MA_32 MA_43,0.258794697159322,1.058733238446488,0.010273696891623782,150.0,2999.0,4936.0,0.0
MA_32 MA_44,0.32062431192225727,1.1852027228432327,0.010289653725039621,142.0,3016.0,4936.0,0.0
MA_32 MA_45,0.23546474078857366,1.2479358546357138,0.010273696062767509,142.0,3021.0,4936.0,0.0
MA_32 MA_46,0.3660331324987877,1.296408804877919,0.010242356147166258,132.0,3026.0,4936.0,0.0
MA_32 MA_47,0.3183678098376611,1.2790690036078671,0.01024989985440037,126.0,3036.0,4936.0,0.0
MA_32 MA_48,0.22013717065368513,1.2079242483357975,0.010205444055505053,126.0,3045.0,4936.0,0.0
MA_32 MA_49,0.020797183768161465,1.0651413774159066,0.010303646457039609,128.0,3045.0,4936.0,0.0
MA_32 MA_50,0.020797183768161455,1.0663676030752156,0.010303646457039614,124.0,3064.0,4936.0,0.0
MA_32 MA_51,0.020797183768160105,1.1604725661168191,0.010303646457039609,114.0,3065.0,4936.0,0.0
MA_32 MA_52,-0.006141199501358771,1.4931427741710404,0.010300050777997324,112.0,3074.0,4936.0,0.0
MA_32 MA_53,0.040003577814093236,1.2902942333323888,0.01027090922097416,110.0,3081.0,4936.0,0.0
MA_32 MA_54,0.049410428878737554,1.5292708418608445,0.010270428338534416,108.0,3087.0,4936.0,0.0
MA_32 MA_55,0.042263745630967554,1.4227401904162917,0.01027071348164199,114.0,3093.0,4936.0,0.0
MA_32 MA_56,-0.013046761828377497,1.118433245326866,0.010263187844258394,110.0,3087.0,4936.0,0.0
MA_32 MA_57,-0.01304676182837748,1.064729956412029,0.010263187844258408,110.0,3089.0,4936.0,0.0
MA_32 MA_58,-0.18072368868069727,0.9744413845113549,0.010413093331628128,110.0,3112.0,4936.0,0.0
MA_32 MA_59,-0.18072368868069794,1.3542640304265379,0.01041309333162813,88.0,3145.0,4936.0,0.0
MA_32 MA_60,-0.18072368868069782,1.4417860184916975,0.010413093331628135,82.0,3154.0,4936.0,0.0
MA_32 MA_61,-0.18642539681024262,1.2785946702193267,0.010412886348422766,80.0,3155.0,4936.0,0.0
MA_32 MA_62,-0.15106694727555678,1.2260510309387618,0.010424041975019628,78.0,3165.0,4936.0,0.0
MA_32 MA_63,-0.12763382761036893,1.2012517120282418,0.010421162052330618,76.0,3162.0,4936.0,0.0
MA_32 MA_64,-0.18763647866130106,1.0424951283971327,0.010440572766234139,72.0,3161.0,4936.0,0.0
MA_32 MA_65,-0.23777853973521282,1.0194047950474197,0.010453738148559598,72.0,3160.0,4936.0,0.0
MA_32 MA_66,-0.20184510577579548,0.9798136700575091,0.010461076412913684,70.0,3161.0,4936.0,0.0
MA_32 MA_67,-0.2157413671801274,0.8626570328683012,0.010462055206107462,70.0,3164.0,4936.0,0.0
MA_32 MA_68,-0.08914294107844825,0.6895858272459992,0.01054801593031081,70.0,3166.0,4936.0,0.0
